name,review,rating
Glass Table and Shelf Corner Cushions,"These corner cushions are an absolute waste. We put them on our coffee table one morning and by mid-morning, our 9 month old had managed to pull them all off. I tried sticking them back on but they flop off at the slightest touch. In fact, tonight, my daughter fell into the coffee table and knocked the ""corner protector"" off on her way down, catching her lip before she hit the floor. Ouch! We would have been better off not having the false security of these dumb things.",1
"Delta Children's Products Natural 4 in 1 Crib, Natural",My son and I put this together for my Granddaughter and the only issue I had was that when I rubbed my hand down part of the wood...I got a huge splinter!  I am just glad that it happened to me and not the baby!!  Other than that the crib is really nice and was very easy to assemble!!,4
"Simple Wishes Hands-Free Breastpump Bra, Pink, XS-L",so much easier than holding two shields and bottles while pumping!  I own 2 of them now so I always have a clean one (I do drop milk on it when I remove the shields).,5
"Vital Baby Toddler Straw Cup, 10 Ounce - 2 Pack (Pink/Orange)",Son loves this cup! Finally we found one that he can't take the straw out of! And with really only one piece to take off and clean I think this was a great buy.,5
"Thermos Foogo Leak-Proof Stainless Steel 10-Ounce Food Jar, Pink",Very good works at it claims I totally like it my daughter love the colors and it is safe for her,5
Eddie Bauer Classic Wood Swing,"My son is almost 15 weeks now.  He loves the swing and we use it on the highest speed since we start him in it.  The motor just failed on us.  I would not buy this swing again.  The straps are to hard to use and aren't removable for cleaning.  We don't use the straps.  It is bulky to take with you.  The tray is ok.  Nice looking but it needs to work.  Shoddy workmanship on the motor.The music stops if you hold the button in, just like the swing button.  If anyone knows how to get a hold of the manufactuer, please post it.Dave",1
Baby Safe Ink Print Kit - Basic,"I just used this on my 5 month old son and the feet turned out great.  The hands turned out pretty nice too, even though he wanted to touch everything with his inked up hands.",4
"Gerber Washcloth Set (Light Cream, Dark Cream, Blue, Orange, Green), 10-Count","These are of nice quality. They are soft and even after washing them numerous times, they are still soft. Would recommend them to my friends.",5
Wimmer Ferguson Wimmer Infant Stim Mobile To Go,"This is a very basic little mobile. We have it clipped to the grab bar in the backseat of our car over the infant carseat. This is a great place for it because it gives my girl something to look at, while it doesn't interfere with her safety in the event of a collision. The mobile is so lightweight that if for some reason the clip came undone (which seems impossible), the entire thing falling on her would not cause any injury. When I drive the mobile gently bounces around and keeps her very happy. Another great way we use it is to unclip it from the car and then clip it onto the carseat bar when she needs a little bit of entertainment when out and about in the stroller or at a store.",5
"Clevamama ClevaFoam Baby Pillow, Cream",It soft and material appears to be excellent. We believe that our baby is happy with it. So we love itFive stars for Amazon as usual,5
"Sale: 80 Piece (2 Set) Non-toxic foam Wonder Blocks for Children w/ Carry Totes: Soft, Quality, Bright Safe &amp; Quiet",I had these foam blocks in my house from years ago and needed to order some for grandchildren. They love to build and when they decide to throw them nobody gets hurt.,5
"The First Years Take &amp; Toss 4 Count Spill-Proof Trainer Sippy Cups with Removable Handles, 7 Ounce","My daughter and nephew LOVE the cups! Easy to use, durable, and colorful! Have the item for a few months now, and no complaints",5
"Stars &amp; Stripes Green, Organic Muslin Swaddling Blankets 2 Pack","I bought the Green Swirls Bambino Land Organic Muslin Swaddling Blankets (gave a 5 star review) and ordered these because I loved my first purchase so much.However, the quality on these Stars & Stripes ones are terrible compared to the Green Swirls.  When I first took it out, it didn't even feel like muslin, more like linen, it was so stiff.  I should've returned it then and there, instead, I decided to give it a wash in hopes that it would soften up because I LOVE all of my other organic Bambino land products (crib sheets, burp cloths, swaddling  blankets).  I've washed them about 15-20 times now, and it's only beginning to feel somewhat softer, but it does not feel the same as the green swirls.  When I hold them side by side, the green swirls blankets looks like it has a higher thread count.  Shame on Bambino for cutting corners.",2
FISHER PRICE SINGING STAR GYM,"My 4 month old loves this, the music entertains him and he likes to lay on his back and swat at the toys.  I can see him using this as he grows.  It's well made and the music variety is great, a must have!!",5
"Summer Infant Sure and Secure Bedrail, White",it was a pain to put together.  all though it does work for what i needed it for.  but baby still not in big boy bed.,3
"Rumble Tuff Single Electric Breast Pump, Easy Express",comes with more than is shown however it includes everything listed in the description bar. it pumps easily an effectively in a very quick amount of time and has several different adjustment speeds. i am an at home mom so i usually breast feed but use the pump whenever i need my fiance to feed or to give my breast a break so the single pump works fine for myself.,4
"Lorex BB2411 2.4&quot; Sweet Peek Video Baby Monitor with IR Night Vision and Zoom, White","Clear picture but range could be better, thus the missing star. I had to go around house to see where range ended which was a bummer.",4
Munchkin Sesame Street Fresh Food Feeder,"Seriously. My baby boy of 8 months will eat anything and put anything in his mouth, except for this. He loves fruits and we always watch him very carefully every millisecond he does so. It gets difficult so we bought this. Luckily I just bought one, because normally I just buy things in multiples to make it easier on me later.I'm sure it's a good product, and it's a good concept, but don't have high expectations.",3
Safety 1st Finger Pinch Guard,I actually use this to keep the door open to the room where we keep the cat's litter box. Its a subtle product and keep guests from closing the door.,5
Fisher-Price bConnect Digital Soother,"My baby likes this soother, except it will turn off after 10 minutes which means if she isn't quite asleep yet she will start crying. The remote is nice to have except it only turns the soother on and off. It should be able to change the screen too. Music selection and brightness controls are nice to have. Overall, worth $90, but falls short of my expectations.",3
Bright Starts Snuggle Teether,"We have purchased the elephant version of the Snuggle teether as add-on gifts for at least three baby showers.  My grand-daughter (now 9 months old) loves hers. When she was younger, she liked to crinkle the tummy section.  Now she is more interested in gnawing on the feet.  This teether is soft enough for pre-teething babies to cuddle and lightweight enough for them to hang on to it by themselves.",5
NUK Mash &amp; Serve Bowl,I make my own baby food and this mash and serve bowl is a total lifesaver.  I think I need another one actually!  I use it to mash up avocados or bananas and it works really well and is so easy to use.,5
Especially for Baby Stroller Umbrella,I like that you can shade your baby from the sun from the sides. But the grip for the umbrella is very small and doesn't fit the Graco stroller well at all.,3
"Re-Play Divided Plates, Aqua, Green, Orange, 3-Count","We probably have 4 or 5 different brands of plates (Munchkin, Tupperware, Nuby) and these are by far the best!  They stack together nicely and have nice deep compartments for foods.  They wash up well in the dishwasher.  We will probably start getting rid of all our other plates and just keep these, wish we would have bought them first.",5
Munchkin Deluxe Drying Rack,"Love this rack.  I am using Dr. Brown bottles and this rack fits all the parts perfectly for 4 bottles.  Actually thinking about getting another Munchkin deluxe drying rack.  My baby is starting to drink more now.  I tried to fit 5 Dr. Brown bottles on this rack once, but it was too crowded with all of the bottle parts.  Took too long for all of the parts to dry.",5
Cloud b Polar Cuddle Bear Sleep Aid - Gently Shivers For Comforting Touch,We tried this little bear for a child that was having separation anxiety at night.He has been doing much better sleeping since he's had the Cloud B Polar Cuddle Bear.,5
"Summer Cushystraps Super Soft Strap Covers, Pink Bunnies","These were exactly what I was looking for.  They held together great while we used them on our ""bucket"" car seat.  They kept the straps off of our daughters neck and gave her a little extra pillow to take a nap on.  We got lots of complements on how cute they are.  We'll use them for our next baby, as long as its a girl, otherwise I'll just order the blue ones!!!  They wash up great in the washing machine too...",5
Playtex Diaper Genie Essentials Diaper Disposal Pail,"This is by far a 100% improvement over the original diaper genie.  No odor, easy to change, no twisting.  This thing is perfect.  We just bought a 2nd one for our newborn's room.  This is a must buy!",5
Versatile Play Pen - Large (16 pieces),"Works as intended. Provides ample space for a toddler. Easy to assemble. We combined it with a foam floor mattress, which works great. The connections work well when mounting them the first time. I think that they may  become looser over time if the playpen is assembled and disassembled a few times.",4
NoJo Little Bedding  Jungle Time 4 Piece Crib Set,"This set appears to be the cheaper version of the Jungle Babies set.NoJo Jungle Babies 6 Piece Crib Bedding SetThat one is 100% cotton and more than twice the price. The good news is that this one is still cute and you can mix and match with the Jungle Babies separate pieces (sheets, valance, lamp, etc) most of the pieces of that one match this one pretty well. The sheet that comes with this set is pretty thin and scratchy.",4
"Dream On Me / Mia Moda Veloce Stroller, Mint Java","This stroller is very poorly made. The wheels are cheap and it's hard to fold. Save your money, not worth the buy!!!",1
Preemie / Bassinet Wedge,Our daughter was not comfortable at all with this. The nap nanny worked much better (until she was old enough to try and get out).  For infants (with breathing issues that require a thirty degree angle or for reflux- our daughter had both) go with the nap nanny instead. This was a waste of money.,1
"Bedtime Originals Champ Snoopy Musical Mobile, Blue",Very cute mobile that goes great with the matching crib set [...]. The reason I gave this product 4 stars instead of 5 is because the plastic is rather cheap and somewhat flimsy. However it serves it purposes and like I said looks great.,4
SnugZee Baby Head Support Neck Stabilizer Car Seat Pillow - Prism,"My son's head will still fall forward when he falls asleep.  It is a nice cushion for his head side-to-side, though. I just think that there really is not a product out there that will prevent the baby's head from falling forward in car seat.  :)",3
"Dr. Brown's 4 oz Natural Flow Baby Bottle, 3 Pack","My husband used to work for a company that ran a pregnancy magazine, and we received a few of these, in different sizes and materials (glass and plastic), free. I don't remember which we used first - I think it was a 4oz glass one - but it was brilliant, so we went out and bought lots more recently, when baby started eating 6oz in one feed.They are AWFUL. The vent retains that nasty old-formula smell, even when they've been rinsed, cleaned in a dishwasher, and sterilised. I've never known bottles leak like these do. They are constantly sticky because they leak so badly that formula goes everywhere. My husband used to be a weightlifter, and even his vice grip tightening the collars down doesn't stop leaks.And the lids never even stay on! I went out yesterday with these in my diaper bag, and the lids kept popping off with the slightest pressure applied to the sides (such as when my diaper bag brushed against my hip while I was walking) - it's ridiculous!We bought a set of 4oz Evenflo bottles, 3 for $5, and they're ten times better than these pieces of junk. Maybe the glass ones will be better, but the plastic are certainly a total waste of money.",1
"Fisher-Price Cradle n Swing, My Little Lamb","life saver for us!  our little one naps in it 3-4 times/day. When she wakes up, i turn on the music and mobile - keeps her entertained for at least 20 more minutes!",5
"Contigo Bpa-free Kids Autoseal Mugs 9 Oz, Green","My grandchildren love drinking out of these mugs/cups, and my daughter and I love it when they do. These mugs are easy for an older child to use -- starting at 3-4, I'd say -- and they don't spill! Well, if they were to hold the mug upside down while pushing in the button, it would. But if they drop it or throw it or leave it sitting somewhere and the cat knocks it over -- then it does not spill. I've even carried them in bags when they were full and they didn't spill. I've given them to other mothers and they love them too! This isn't just a travel mug; it's an all the time mug.As for the green one -- my grandsons fight over who gets the green ones!",5
"Kushies On The Go Snack Bag, Blue Square, Small","I was unsure what size I wanted to get because this was my first replacement towards disposable plastic zip-lock bags (yay!). I went with the largest size they had because the bigger the better, right? There was no harm in getting a size too big, but too small would have a problem fitting my sandwiches.When I got it, it was the right size for me. I'm a high school student who brings a simple lunch to school: a regular sized sandwich, a capri sun, and perhaps a bag of chips or dried fruit. Those three things all fit snugly into the Kushies and I was so satisfied.If you're contemplating your choice based on the reviews that say it barely holds anything, just get the largest size possible. It won't hurt you. After all, a little extra room doesn't hurt.By the way, the color is gorgeous and the material shows potential to endure the next four years of college. Definitely machine-washable and I recommend, if putting a sandwich in, you should saran wrap it first. That's what I do to keep it clean!",5
Diaper Dekor Plus Diaper Disposal System,I am soo disappointed in this product! Especially for the cost of the unit and the refills. I've had the Diaper Dekor Plus for 3 months now and I hate it! It smells like deodorizer PLUS diaper! It's so gross. The only thing it has going for it is it's sleek look (fooled me). Don't waste your money.,1
"The First Years Babypro Quick Serve Bottle Warmer, Colors May Vary","I wanted something simple so after looking around in the store my husband and I chose this for our baby registry.For the most part, it works great.  The only reason I gave it 4 stars is because filling the tube with the amount of water ""supposedly"" required isn't entirely accurate.  Sometimes we'd put the appropriate water and it wouldn't heat enough.  On the other hand, there are times we wait until the unit tells us the unit is warm and it's super HOT!  That is defitnely a warning--it doesn't just warm the bottle.  Sometimes it really HEATS it up.I just recently also started using the baby food jar warmer attachement and that works great.This product is compact so it won't take up a lot of room (something that was very important to me because I live in an apartment) and cleans very well.  The cord, however, is not long at all so you'll have to put it close to the outlet unless you can use an extension cord.  It's great for quick fixes though.  The bottle does not take long at all to heat whether large or small.A good product.  It is durable and I know will last me for other children I may have.",4
CTA Digital 2-in-1 iPotty with Activity Seat for iPad,"This is a great product. While I poo, I can download the ipoo app and see what my poo is telling me about my health, then I can share the info on FB, twitter and upload best poos to instagram to let all my friends, family and followers know what is going on. I've already gotten 5,378 likes. Great wrap around product.",5
Lamaze Morgan the Monkey Play and Grow,too cute was looking for a carseat toy for my friends baby definately got a great toy......... ...... ....... ...,5
"Joovy Caboose Stand On Tandem Stroller, Black","bought the stroller because i have to go spend a few days in downtown atlanta with just the kids, and i don't really want to struggle with a cranky toddler just because i only have one stroller. had it delivered within two days (ordered sunday night, delivered by tuesday afternoon). unfortunately the package was missing a rear wheel hardware kit and a manual. the stroller itself is easy enough to assemble without the manual, but the missing hardware makes the stroller pretty much useless, as i can't stroll without the back wheels falling off the axle every so often.since it was already past 5pm i emailed the customer service via their website, and got a response early wed morning. the rep (Dave) promised me to overnight expedite the kit so I can receive it before I go. Unfortunately I leave in the morning and there is no way it can reach me before i go. I applaud the quick response and effort though.The stroller itself is great. it's heavier than standard plastic stroller since it's made of steel. when folded is pretty compact. I can put it sideways and fit with it a big suitcase, a carry on, 2 backpacks and a bunch of other shopping finds in my car trunk (chrysler aspen, back seat folded). with both kids on the stroller it's pretty easy to steer, although the heaviness makes it feel like i'm using a brand new shopping cart. i can ever steer easily while holding baby in my hand and my bigger kid sitting on the stroller. both kids are happy. yes, your bigger kid can't sit if the front seat is reclined. and yes, you can't get to the bottom storage if your kid is sitting on the bench, but i don't mind. no parent cup holder, yes that's a bummer. but i can always buy a separate attachment, i think. what i most like is it's compact and maneuverable (i can stroll in and out of tiny spaces easily).overall i haven't used the stroller for an extensive time, but at a glance i'm happy with the purchase. great customer service too.",4
Little Green Pouch - Reusable Food Pouch - 4pk,"I've been obsessed with making my own baby food AND buying premade baby food in pouches (You know for those times you just have to grab and go).  With my homemade baby food, it's usually not practical to put the cubes in a container and bring it with you.  I started researching reusable pouches for those weekend errand days where I can feed the baby food I've made.  These work perfectly!  I usually put a couple of cubes in the pouch a day before and leave it in the fridge.  The ziplock seal on top is really tight and even when i fold up the bottom and squeeze the last drops out, it doesn't open.  I've been recommending these to everyone!",5
Philips Avent DECT Baby Monitor with Temperature Sensor and Night Mode,"We had a high priced video monitor but returned it as it wasn't much useful. Got the Philips Avent audio monitor and it works flawlessly. The video monitor had to be couple of times a day while this one goes on for couple of days on a single charge! The audio is as good as the one on digital phone. Very crisp and DECT doesn't interfere with WiFi or other systems. The night light has a warm soft glow. The monitor connects flawlessly and very quickly. Haven't tested the range much but works pretty well a block or two down.Be careful If you bring the remote close to the base it gives out a screeching noise which might wake up the baby. While switching off the remote, it makes a light sound which can't be classified as annoying or irritating.Overall, the product is awesome and would surely recommend if your primary concern is audio clarity than viewing the baby!",5
"Aqueduck Faucet Extender, Pink","My two and half year old is potty training, and this extender has really made his hand washing go faster.",5
"Bummis Super Brite Diaper Cover, Pink, 8-16 Pounds","I love the way this cover fits my 6-week old, but after only having it for less than a month (I ordered it exactly a month ago), the laminated material has separated from the fabric.  With a couple more washes, it will most likely tear and then the cover will start to leak.  I'm very disappointed in the quality here.",1
"Gerber Birdseye 10 Count Flatfold Cloth Diapers, White","These diapers are very thin, but that is what I like about them. I use them as dishcloths. The thin fabric makes it easier to dry all the nooks and crannies of the clean dishes.",5
Medela PersonalFit Breastshields (2/pack) - Large - 27mm,"This is a set of standard breast shields, which is useful for my breast-pump.  There really isn't anything I can complain about this.",5
Exergen Temporal Artery Thermometer MODEL# TAT-2000C,This is very fast.  Love that it does not need probe covers.  Not very big and fits easily in my bag for taking with me where I need to go.,5
Graco Pack 'N Play Playard with Bassinet in Rise and Shine,"I ordered this Graco pack n' play to replace one that I had that I was very satisfied with. Unfortunately, they were not exactly the same. The mattress is not as sturdy as my other one and my daughter is constantly lifting it up and bending it back and even sitting under it. Don't know why this one is of lesser quality and not quite sure why one differs from the other but they did. The rest of it is ok, the colors were nice and soft.",3
Regalo Hide Away Double Sided Bed Rail - White,"We liked that this was a single unit that had rails for both sides. Assembly was slightly more complicated than expected, but still took under 15 minutes. It has worked as advertised, and we have been pleased with the product.",4
"Graco Nautilus 3-in-1 Car Seat, Matrix","Graco Nautilus 3-in-1 Car Seat in MatrixThis is the best seat! I love the 3 in 1, the fact it harnesses longer than most seats, and that it later will transition into the booster seat. My son loves his new seat and calls it his ""race car"" seat b/c of it's design. I'd highly recommend this seat to anyone with a child about to outgrow the convertable seats that only harness up to 40 lbs. Extended rear facing and extended harnessing is the safest way! I will be buying this same seat for my daughter as soon as she's big enough for it!",5
Jolly Jumper Musical Play Mat,"My daughter likes this a little, mostly to look at the colors I think. There isn't that many sounds and they are only right in the center of it, so it doesn't provide a ton of stimulation. Would be cooler if it lit up and how more sounds.",3
"Badger Basket Baby Changing Table with Six Baskets, Black","This product is ok I guess for the price. You get what you pay for. It is a frame, with no sides or bottom or back. The drawers are fabric with a cardboard (fabric covered) bottom. There are just laying on the frame, but there is no stop that will impede them to be completely pulled off the frame - either front or back.Our dresser came with two screws that were too short for their intended use - happily we had enough hardware at home to finish assembly.It also came woth a horrible smell. We put it i. The garage to offgas, but after a week, it was still smelling. After it stopped raining, we started putting the different parts outside one by one - this is when we diacovered that the smelly part was actually the flimsy plastic changing mattress. Given that we have no use for it (we already have a changing pad that we purchased separately and intend to use in the dresser), we just discarded it.",3
"Munchkin Baby Food Grinder, Light Blue",I had one of these 20 years ago but stupidly gave it away. This one holds more baby food but the handle you turn on top is attached to the baby food grinder and is very hard to put in place and it won't stay in place.  So your grinding and it keeps falling off.  It is not easy to use and is very messy.,3
"Dappi Waterproof 100% Nylon Diaper Pants, 2 Pack, White, Small",I've very surprised that this actually keeps everything inside.  I thot for sure it would leak but it doesn't.  Seems to hold up well in the washer.,5
"Baby Trend Deluxe Playard, Provence",Awesome playard. I bought it for 139$ on walmart. Don't buy it here at 252$ it is completely crazy when you can purchase it for 139$ at walmart.,5
Baby Trend Universal Double Snap-N-Go Stroller Frame,everything is good but you can not get in the bottom when 2 car seats are on top. but this product does not suck and the price is not bad compared to any other twin strollers.,4
Fisher-Price Precious Planet Sky Blue High Chair,"I really liked this chair even though I just returned the one I bought.The positives are:1)the frame is well constructed.2)the cushion is very beautiful to look at.3)and the table with its pop out dishwasher safe tray is a really cool feature.The 2 negatives are:1)the foot rest could not be installed properly. It looks like an engineering glitch.2)the rollers seem to be kind of cheap and don't really roll well, even when you disengage the break levers.",2
BABYBJORN Bib for Baby Carrier 2 Pack - White,"This bib is not soft enough and  after a couple of trips with it my son's cheeks were bright red from friction. What I do, I use it as a cover for the carrier, so I do not have to wash the carrier itslef, but I also use a big Aden and Anais bamboo burpy bib between it and my baby's chin and cheeks for softness. This combination works wonders for us and even if the burpy bib gets soiled and is removed for a little while I am replacing it, my baby carrier is still protected from drooling and milk.",2
Kidkusion Hearth Kushion Taupe,"I have a sandstone stacked fireplace.  I knew this or any other type adhesive probably wouldn't work and it really doesn't.  It does stick a little and I was even surprised with that.  Overall, a great product.  People don't even notice it because it matches the grout perfectly.  I may try caulking it down if my little one starts pulling at it.  I couldn't find that DAP product in any hardware store (Seal and Peel), so I may just try adhesive caulk.",5
"Diono RadianR100 Convertible Car Seat, Dune","Just what everyone says about it, sturdy (HEAVY!), Narrow form, comfortable, awesome latches - if you can afford it, buy it! (3rd kid before i could afford it and cosco seats did just fine)",5
Prince Lionheart Jumbo Toy Hammock,"I love this hammock. I remember having similar ones when I was younger and now I get to put on in my child's nursery! It's huge and holds TONS of stuffed animals. Seriously, this things is packed and it can hold a lot more. It's now one of my favorite parts of the room :)Very easy to put up, will be easy to take down as well.I love it, I would recommend this to anyone and I will probably order another one soon.",5
Baby Clear Cut Nail Clipper Pigeon (new yellow color Made in Japan),"These nail clippers are of superb quality.  Perfectly sized and precision aligned, the sharp cutting edges make easy work of trimming your baby's nails.  If the alignment were poor, they wouldn't work.  Dull edges and they would tear or imperfectly cut.  These clippers have neither defect.  Try them.  You'll learn that Pigeon makes quality baby items.  You'll not be disappointed.",5
"WallStickersUSA Contemporary Wall Sticker Decal, Tree Branches, Leaves, Lovebirds, and Hearts, X-Large",Love this on my wall. Just a lot of separate pieces. Little time consuming but worth it.,4
My Little Pony Drink Bottle,Great drinking bottle for my four year old.  she loves my little pony and it is a good price. The lid has yet to fall off which is a plus.,5
"Prince Lionheart Flexibath Foldable Bathtub, White",This tub is extremely slippery and required a separate purchase of Bathtub Strip [...]This should come included with the tub.,2
"Munchkin 2 Pack Sesame Street Insulated Spill-Proof Cup, 9 Ounce, Colors May Vary","I brought this same Munchkin product at another store, and for some reason these seem way smaller. I don't dislike them and they seem functional.",1
Kirby 4 Piece Baby Crib Bedding Set by Glenna Jean,"I searched all over for baby girl bedding that wasn't a wash of pepto fru-fruness ... this set fit the bill. Loved the bright colors and bold print. The only reason I didn't give this set 5 stars was because I was slightly disappointed that the material used was kind of rough and canvas-like. In case anyone is wondering like I was, the back of the blanket is a creme colored fleece, and that part is quite soft. The construction is excellent, and the quilt squares have reinforced stitching in the corners - nice touch. I have no doubt that this set would last through several hand-me-downs.",4
"Carters Cushysoft Blanket, Blue","If you buy this blanket, whatever you do, DO NOT FOLLOW THE WASH INSTRUCTIONS ON THE TAG. Despite the fact that it says &#34;Tumble dry&#34;, I am convinced it was meant to be line dried. I washed and dried mine according to the instructions and it came out rough and incredibly linty instead of the soft silkiness it had been before. Some of the fibers seemed almost melted. It was not a case of the drier being too hot; I had two other soft blankets in the same load and they came out just as soft as when they went in. I will be writing to the company about this.",1
"Green Eats 4 Pack Feeding Spoons and Forks , Yellow","Got these for my 13 month old son to use since he needed some toddler size utensils, these are made by Green Toys brand, which we love. They are a lot tinier than I expected though, maybe 3 inches long? I guess they are baby sized, but I thought they would be a tad larger... the quality seems to be great though!",4
babyletto Modo 5-Drawer Dresser in Espresso/White,I chose this dresser because it is modern and simple in appearance.  I assumed that for $400 the quality would match the price.  A year later the sides are bowing and the drawers are falling out.  It looks terrible and has become un-usable.  The dresser has not been overloaded or anything of the sort.  The quality is just simply terrible.  No not buy this dresser.  I am debating whether to attempt to re-inforce and stabilize it or just throw it out.  I am very upset by this purchase.Update:  Afer complaining to Babyletto they have sent me a new dresser.  I was impressed by their willingness to stand by their product and try to correct the issue.  Will report about how the replacement holds up.,2
"Leachco Safer Bather Infant Bath Pad, Blue Fish","We bought two different baby baths before trying this product, and I wish we had just skipped to this. You don't have to worry about the baby sliding, or fitting into the right spot, plus other baby baths keep them up out of the water. With this product, you have complete control over how submerged your child is. My son is 4.5 months old, and we've been using this for about 2.5 months. He is much more comfortable and relaxed on this pillow than he ever was in a baby bath or the sink. It's perfect for us because we have a small house and small bathroom, and it doesn't take up much room. If you don't squeeze as much water out as you can before you hang it to dry, yes it gets a little mildew-smelling but no big deal. After using daily for a few months, the fabric that holds the plastic hangar is starting to unravel but I would guess we'll be able to use it for a year or so before we need to try to repair or replace. It was a great deal.",5
"green sprouts Safari Friends Backpack, Yellow Lion",Got this for my grandson 2 and half yrs old and my daughter says its too cute and has enough room for a toddler's essentials! He loves to wear it on his back per mom.,5
Safety 1st Baby's 1st Deluxe Healthcare and Grooming Kit,"The product itself is good. The kit has all the neccessary items. However, I did not recieve the product that is in the seller's picture. The color of the pouch was green, not blue. Not a huge deal, but I like to recieve the product that is advertised.",3
"Angelcare Baby Sound Monitor, White","I love this baby monitor. I bought this monitor because I was seriously going to throw the previous one out the window or in the garbage shoot because the static, not the baby, was keeping me up all night!This monitor is practically static free. In the five months i've owned it i have only heard static once. it's cute, has a night light, and the rechargeable battery lasts a long time off of the charger.This monitor has been a life saver. Please buy it if your looking for a baby monitor. you'll be glad you got it.",5
"Carter's 5 Year Baby Memory Book, Woodland",This was an absolute great gift!  I was completely satisfied with this item.  The book had many features that was an absolute hit.,5
"Under The Nile Pull Over Bib, Ice Blue Snail","Under The Nile is a GREAT brand! Our family has never been disappointed with any of their products. However, we do wish they had more toddler sized items.Nevertheless, these bibs are wonderful. We've bought several different brands on Amazon such as I-Play, Green Sprouts, BabySoy, and even other Under The Nile bibs. These our probably our favorite.They pull over the head like a T-Shirt-- no snaps or buttons, and the coverage is quite ample. They fit our two years old well and the quality is superb. Considered giving four instead of five stars due to the price-- they're expensive-- but figure you get what you pay for.Our little girl wears this bib A LOT-- and not just at meals! Just got back from a trip to Whole Foods. She insisted on wearing it to the grocery store! C'mon, what more could you want??",5
Baby Spa Hypoallergenic Ultra Soft Wipes with Aloe,"These are the best and most cost effective wipes out there.  They are thicker and stronger than most of the popular wipes, which comes in handy for some of those messier diaper changes.  They are also strong enough to clean up major spills and messes that my babies make.  And all for a very reasonable cost.  Thanks for making them available to me, and with free shipping.  Who could ask for more?",5
Susen Safe Shampoo Shower Bathing Protect Soft Cap Hat for Baby Children Kids (Blue),Perfect gift for the little one.,5
Buggygear Sunchaser Buggy Shade,"This shade is great for clipping to the stroller on our walks, but is very lightweight; I have to wedge it under the canopy on the stroller, or else the slightest breeze will knock it out of place.",4
"Cardinal Gates Clamp, Spindle",This round clamp is a life saver if you are like me and dont want to drill into your nice wood banister posts.,5
"The First Years Jet Stroller, Red/Black","I absolutely love this stroller.  It is very sturdy and easy to maneuver.  It is a great buy for the price.  I would have payed a lot more for this stroller, it is that good!",5
Fisher-Price Zen Collection Cradle Swing,"We started out with a travel swing for our baby---not a good idea.  She was never a fan of it so I was very hesitant to spend more money on a full size swing.  I went forward with getting one because I needed some type of relief---a place to rest the baby other than her crib. We purchased this swing when our daughter was 3 months old (now 7 months).  I wish I had purchased it sooner than 3 months--this would have been a wonderful thing to have when coming home from the hospital!  This swing is beautiful and fits our decor well. In the past we used a regular baby swing with our son which is not the same as a cradle swing--this has more of a papasan chair seat which seems way more comfortable.  I love the fact that the music is soft and that there are several music/sound options--it's not the loud irritating music that most baby stuff is equipped with.  The fact that the swing can swing back to front as well as side to side is also a great feature. I love that this swing can be plugged in--no batteries needed (though you can use batteries if you like)!!The lowest speed setting is a bit faster than you would expect so as others have stated in previous reviews, weighing down the swing with a blanket does the trick. Once the baby is no longer a ""newborn"" then a blanket is not needed to weigh down the seat.  I love the fact that you can remove the seat from the frame and take it into another room without disturbing the baby--again another reason why I wish I had purchased this immediately upon my daughter's birth.  The built-in fold over blanket is cute, however it is not adequate to keep a baby warm---totally more of a neat feature rather than providing sufficient warmth. I always layer the baby with one of her soft, cuddly blankets when she is in the swing--she seems to love it. And I am surprised at how much the baby seems to still like the mobile that hangs above her head--it's been 4 months and I still catch her glancing at it.  This swing features a good amount of variety when it somes down to music, swinging direction, and the ability to remove the seat altogether. The colors are almost a pea green, dark brown (almost espresso) and burgandy--it's beautiful.We chose this swing because of the style and because of the seat being different than the traditional swing seat.  I also like that there is not a tray on this swing like some swings have--I like that my daughter uses the swing to rest and not to play and bang around--if there was a tray she'd be distracted from laying back.  I use her walker and stationary entertainer for when she needs some action--we use the swing for quiet rest time. I hope to use this swing if we have more children in the future--it was well worth the price and I would recommend this to anyone that doesn't want a traditional swing or to anyone who is looking to get a very comfortable, top of the line swing.  If you are not a fan of pastel colors and want a nice looking unisex swing that also happens to be comfortable, functional, and safe go for this one!  It's pricer than some swings but as much as we've used it, it's been well worth it.  If you have a small space however, I would not recommend this swing--it is larger and takes up a good amount of room due to the fram being wide at the bottom.",5
"Think King Mighty Buggy Hook for Stroller, Wheelchair, Rollator, Walker, 2 Pack Limited Edition PINK",These are awesome!!i put these on my stroller the day I received them in the mail and I have no intentions of taking them off!!!! What a great product!!! These come in handy when going to the grocery store fur a few things and using them to hold a basket :) so easy!!!!,5
"Philips AVENT Day Disposable Breast Pads, 60-Count","i've tried philips, lansinoh and evenflow pads. this is by far my favorite.better contoured than others.most breathable.a con would be the weak adhesive. i don't use it anyways tho.",5
